MATRICULA;CURSO;MODULO;FUNCIONARIO;ORDEM;STATUS;AULA_ATUAL;INTERATIVIDADE;VIRTUAIS;REPROVADO;APOSTILAENTREGUE;DATAPRIMEIROACESSO;DATAPRVISAOCONCLUSAOCURSO;DATACONCLUSACURSO;INTER_EXTENDIDO;DATA_ENTREGA_APOSTILA;FUNCIONARIO_ENTREGA_APOST;APOSTILA_REENTREGUE;TIPOAPOSTILA
77;116;0;1;2;A;6;S;N;S;S;18.11.2017;24.02.2018;02.12.2017;N;18.11.2017;1;N;DIGITAL
78;62;1;1;1;C;18;S;N;N;S;29.06.2017;31.08.2017;20.07.2017;N;06.07.2017;1;N;DIGITAL
78;72;1;1;7;A;10;N;N;;S;;;;N;06.07.2017;1;N;DIGITAL
78;92;1;1;2;C;20;S;N;N;S;20.07.2017;21.09.2017;14.09.2017;N;06.07.2017;1;N;DIGITAL
78;93;1;1;3;C;18;S;N;N;S;14.09.2017;16.11.2017;26.10.2017;N;06.07.2017;1;N;DIGITAL
78;133;0;1;6;C;19;S;N;N;S;07.12.2017;08.02.2018;22.02.2018;N;07.12.2017;1;N;DIGITAL
79;62;1;1;1;C;18;S;N;N;S;29.06.2017;31.08.2017;09.11.2017;N;06.07.2017;1;N;DIGITAL
79;72;1;1;6;E;;;;;S;;;;N;06.07.2017;1;N;DIGITAL
79;92;1;1;2;A;18;S;N;N;S;09.11.2017;11.01.2018;04.04.2018;N;06.07.2017;1;N;DIGITAL
79;93;1;1;3;E;;;;;S;11.01.2018;;;N;06.07.2017;1;N;DIGITAL
79;95;1;1;4;E;;;;;S;;;;N;06.07.2017;1;N;DIGITAL
79;97;1;1;5;E;;;;;S;;;;N;06.07.2017;1;N;DIGITAL
82;2;7;1;3;C;16;S;N;N;S;14.10.2017;16.12.2017;16.12.2017;N;02.08.2017;1;N;DIGITAL
82;6;7;1;1;C;16;S;N;N;S;01.07.2017;02.09.2017;14.10.2017;N;02.08.2017;1;N;DIGITAL
82;17;7;1;4;A;6;S;N;N;S;16.12.2017;17.02.2018;03.02.2018;N;02.08.2017;1;N;DIGITAL
82;38;7;1;7;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
82;54;7;1;6;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
82;58;7;1;5;E;;;;;S;17.02.2018;;;N;02.08.2017;1;N;DIGITAL
82;79;0;1;9;A;1;S;N;;S;;;;N;15.12.2017;1;N;DIGITAL
82;94;7;1;8;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
83;6;17;1;4;C;16;S;N;N;S;17.03.2018;19.05.2018;09.06.2018;N;02.08.2017;1;N;DIGITAL
83;23;17;1;3;C;23;S;N;N;S;07.10.2017;13.01.2018;17.03.2018;N;06.07.2017;1;N;DIGITAL
83;96;17;1;1;C;16;S;N;N;S;01.07.2017;02.09.2017;19.08.2017;N;06.07.2017;1;N;DIGITAL
83;116;0;1;2;C;24;S;N;N;S;19.08.2017;25.11.2017;07.10.2017;N;19.08.2017;1;N;DIGITAL
83;147;0;1;6;E;;;;;S;11.08.2018;;;N;09.06.2018;1;N;DIGITAL
83;151;0;1;5;A;12;N;N;N;S;09.06.2018;11.08.2018;17.10.2018;N;09.06.2018;1;N;DIGITAL
86;53;13;1;2;C;16;S;N;N;S;05.08.2017;07.10.2017;30.09.2017;N;06.07.2017;1;N;DIGITAL
86;69;13;1;1;C;31;S;N;N;S;30.06.2017;03.11.2017;05.08.2017;N;06.07.2017;1;N;DIGITAL
86;84;13;1;6;C;21;S;N;N;S;30.09.2017;30.12.2017;04.11.2017;N;06.07.2017;1;N;DIGITAL
86;85;13;1;7;A;14;N;N;N;S;04.11.2017;10.02.2018;24.11.2017;N;06.07.2017;1;N;DIGITAL
86;88;13;1;8;E;;;;;S;10.02.2018;;;N;06.07.2017;1;N;DIGITAL
86;111;0;1;9;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
86;136;0;1;10;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
86;137;0;1;11;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
88;62;1;1;10;C;18;S;N;N;S;01.07.2017;02.09.2017;09.09.2017;N;06.07.2017;1;N;DIGITAL
88;72;1;1;6;A;72;N;N;;S;;;;N;06.07.2017;1;N;DIGITAL
88;92;1;1;2;C;20;S;N;N;S;09.09.2017;11.11.2017;09.12.2017;N;06.07.2017;1;N;DIGITAL
88;93;1;1;3;C;18;S;N;N;S;09.12.2017;10.02.2018;10.03.2018;N;06.07.2017;1;N;DIGITAL
88;95;1;1;4;C;16;S;N;N;S;10.03.2018;12.05.2018;12.05.2018;N;06.07.2017;1;N;DIGITAL
88;133;0;1;1;C;19;S;N;N;S;19.05.2018;21.07.2018;18.07.2018;N;19.05.2018;1;N;DIGITAL
94;62;1;1;1;C;18;S;N;N;S;01.07.2017;02.09.2017;05.08.2017;N;06.07.2017;1;N;DIGITAL
94;69;0;1;7;A;2;S;N;S;S;20.01.2018;26.05.2018;20.01.2018;N;20.01.2018;1;N;DIGITAL
94;79;0;1;6;C;17;S;N;N;S;02.12.2017;03.02.2018;20.01.2018;N;25.11.2017;1;N;DIGITAL
94;92;1;1;2;C;20;S;N;N;S;05.08.2017;07.10.2017;16.09.2017;N;06.07.2017;1;N;DIGITAL
94;93;1;1;3;C;18;S;N;N;S;16.09.2017;18.11.2017;07.10.2017;N;06.07.2017;1;N;DIGITAL
94;95;1;1;4;C;16;S;N;N;S;07.10.2017;09.12.2017;04.11.2017;N;06.07.2017;1;N;DIGITAL
94;133;0;1;5;C;19;S;N;N;S;04.11.2017;06.01.2018;02.12.2017;N;04.11.2017;1;N;DIGITAL
95;40;6;1;1;C;23;S;N;N;S;01.07.2017;07.10.2017;26.08.2017;N;06.07.2017;1;N;DIGITAL
95;84;6;1;5;C;21;S;N;N;S;02.09.2017;02.12.2017;04.11.2017;N;06.07.2017;1;N;DIGITAL
95;85;6;1;6;C;25;S;N;N;S;11.11.2017;17.02.2018;27.01.2018;N;06.07.2017;1;N;DIGITAL
95;111;0;1;10;E;;;;;S;11.08.2018;;;N;02.08.2017;1;N;DIGITAL
95;112;0;1;11;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
95;113;0;1;9;A;2;S;N;N;S;05.05.2018;11.08.2018;;N;02.08.2017;1;N;DIGITAL
95;117;0;1;7;C;22;S;N;N;S;27.01.2018;28.04.2018;03.03.2018;N;03.03.2018;1;N;DIGITAL
95;118;0;1;8;C;20;S;N;N;S;10.03.2018;12.05.2018;05.05.2018;N;10.03.2018;1;N;DIGITAL
101;62;1;1;1;C;18;S;N;N;S;03.08.2017;05.10.2017;08.02.2018;N;02.08.2017;1;N;DIGITAL
101;72;1;1;6;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
101;92;1;1;2;C;20;S;N;N;S;08.02.2018;12.04.2018;29.03.2018;N;02.08.2017;1;N;DIGITAL
101;93;1;1;3;A;3;N;N;N;S;05.04.2018;07.06.2018;;N;02.08.2017;1;N;DIGITAL
101;95;1;1;4;E;;;;;S;07.06.2018;;;N;02.08.2017;1;N;DIGITAL
101;97;1;1;5;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
102;62;1;1;1;C;18;S;N;N;S;03.08.2017;05.10.2017;09.11.2017;N;02.08.2017;1;N;DIGITAL
102;72;1;1;6;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
102;92;1;1;2;A;14;S;N;S;S;09.11.2017;11.01.2018;01.03.2018;N;02.08.2017;1;N;DIGITAL
102;93;1;1;3;E;;;;;S;11.01.2018;;;N;02.08.2017;1;N;DIGITAL
102;95;1;1;4;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
102;97;1;1;5;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
104;62;1;1;1;C;18;S;N;N;S;07.07.2017;08.09.2017;29.08.2017;N;02.08.2017;1;N;DIGITAL
104;72;1;1;7;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
104;79;0;1;2;A;11;S;N;N;S;;;22.03.2018;N;24.11.2017;1;N;DIGITAL
104;92;1;1;3;A;10;N;N;N;S;29.08.2017;31.10.2017;17.11.2017;N;02.08.2017;1;N;DIGITAL
104;93;1;1;4;E;;;;;S;31.10.2017;;;N;02.08.2017;1;N;DIGITAL
104;95;1;1;5;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
104;97;1;1;6;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
105;2;7;1;2;C;16;S;N;N;S;11.11.2017;13.01.2018;14.02.2018;N;02.08.2017;1;N;DIGITAL
105;6;7;1;1;C;16;S;N;N;S;05.08.2017;07.10.2017;11.11.2017;N;02.08.2017;1;N;DIGITAL
105;17;7;1;3;C;17;S;N;N;S;14.02.2018;18.04.2018;02.05.2018;N;02.08.2017;1;N;DIGITAL
105;58;7;1;4;C;15;N;N;N;S;02.05.2018;04.07.2018;14.06.2018;N;02.08.2017;1;N;DIGITAL
105;116;0;1;8;C;24;S;N;N;S;09.02.2019;11.05.2019;28.02.2019;N;02.08.2017;1;N;DIGITAL
105;143;0;1;5;C;11;S;N;N;S;15.06.2018;20.07.2018;01.08.2018;N;15.06.2018;1;N;DIGITAL
105;149;0;1;6;C;16;S;N;N;S;;;20.10.2018;N;01.08.2018;1;N;DIGITAL
105;161;0;1;7;C;21;S;N;N;S;;;01.12.2018;N;20.10.2018;1;N;DIGITAL
106;62;1;1;1;C;18;S;N;N;S;20.07.2017;24.08.2017;21.09.2017;N;02.08.2017;1;N;DIGITAL
106;72;1;1;6;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
106;92;1;1;2;C;20;S;N;N;S;21.09.2017;23.11.2017;07.12.2017;N;02.08.2017;1;N;DIGITAL
106;93;1;1;4;C;18;S;N;N;S;21.03.2018;23.05.2018;09.05.2018;N;02.08.2017;1;N;DIGITAL
106;95;1;1;3;C;16;S;N;N;S;07.12.2017;08.02.2018;21.03.2018;N;02.08.2017;1;N;DIGITAL
106;97;1;1;5;A;1;N;N;;S;23.05.2018;25.07.2018;;N;02.08.2017;1;N;DIGITAL
108;62;0;1;5;C;18;S;N;N;S;04.08.2017;06.10.2017;15.09.2017;N;02.08.2017;1;N;DIGITAL
108;92;0;1;6;C;20;S;N;N;S;15.09.2017;17.11.2017;01.12.2017;N;02.08.2017;1;N;DIGITAL
108;93;0;1;7;C;18;S;N;N;S;01.12.2017;02.02.2018;15.02.2018;N;02.08.2017;1;N;DIGITAL
108;97;0;1;8;C;15;S;N;N;S;15.02.2018;19.04.2018;16.03.2018;N;02.08.2017;1;N;DIGITAL
109;39;0;1;3;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
109;94;0;1;5;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
109;111;0;1;6;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
109;117;14;1;1;A;2;S;N;N;S;10.08.2017;14.09.2017;10.08.2017;N;02.08.2017;1;N;DIGITAL
109;118;14;1;2;E;;;;;S;14.09.2017;;;N;02.08.2017;1;N;DIGITAL
109;162;0;1;4;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
110;62;1;1;1;C;18;S;N;N;S;03.08.2017;05.10.2017;28.09.2017;N;02.08.2017;1;N;DIGITAL
110;72;1;1;6;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
110;92;1;1;2;C;20;S;N;N;S;28.09.2017;30.11.2017;01.02.2018;N;02.08.2017;1;N;DIGITAL
110;93;1;1;3;A;18;N;N;N;S;01.02.2018;05.04.2018;01.03.2018;N;02.08.2017;1;N;DIGITAL
110;95;1;1;4;E;;;;;S;05.04.2018;;;N;02.08.2017;1;N;DIGITAL
110;97;1;1;5;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
111;62;1;1;1;C;18;S;N;N;S;04.08.2017;06.10.2017;15.09.2017;N;02.08.2017;1;N;DIGITAL
111;72;1;1;7;A;1;N;N;;S;;;;N;02.08.2017;1;N;DIGITAL
111;79;0;1;6;C;17;S;N;N;S;08.12.2017;09.02.2018;06.04.2018;N;15.12.2017;1;N;DIGITAL
111;93;1;1;3;C;18;S;N;N;S;15.09.2017;17.11.2017;27.10.2017;N;02.08.2017;1;N;DIGITAL
111;133;0;1;5;C;19;S;N;N;S;27.10.2017;29.12.2017;08.12.2017;N;03.11.2017;1;N;DIGITAL
112;62;1;1;1;C;18;S;N;N;S;11.08.2017;13.10.2017;27.10.2017;N;02.08.2017;1;N;DIGITAL
112;72;1;1;6;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
112;93;1;1;3;A;15;S;N;N;S;27.10.2017;29.12.2017;15.12.2017;N;02.08.2017;1;N;DIGITAL
112;97;1;1;5;E;;;;;S;29.12.2017;;;N;02.08.2017;1;N;DIGITAL
113;62;1;1;1;C;18;S;N;N;S;03.08.2017;05.10.2017;31.08.2017;N;02.08.2017;1;N;DIGITAL
113;95;1;1;4;C;16;S;N;N;S;31.08.2017;02.11.2017;26.10.2017;N;02.08.2017;1;N;DIGITAL
113;116;0;1;6;C;24;S;N;N;S;01.02.2018;03.05.2018;10.05.2018;N;08.03.2018;1;N;DIGITAL
113;133;0;1;5;C;19;S;N;N;S;26.10.2017;28.12.2017;21.12.2017;N;03.11.2017;1;N;DIGITAL
114;62;1;1;1;C;18;S;N;N;S;10.08.2017;12.10.2017;22.09.2017;N;02.08.2017;1;N;DIGITAL
114;72;1;1;6;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
114;95;1;1;4;C;16;S;N;N;S;22.09.2017;24.11.2017;27.10.2017;N;02.08.2017;1;N;DIGITAL
114;133;0;1;5;C;19;S;N;N;S;10.11.2017;12.01.2018;13.04.2018;N;10.11.2017;1;N;DIGITAL
115;62;1;1;1;C;18;S;N;N;S;03.08.2017;05.10.2017;08.09.2017;N;02.08.2017;1;N;DIGITAL
115;72;1;1;7;A;1;N;N;;S;;;;N;02.08.2017;1;N;DIGITAL
115;79;0;1;1;A;11;S;N;N;S;08.02.2018;12.04.2018;28.03.2018;N;08.02.2018;1;N;DIGITAL
115;95;1;1;4;C;16;S;N;N;S;08.09.2017;10.11.2017;27.10.2017;N;02.08.2017;1;N;DIGITAL
115;133;0;1;5;C;19;S;N;N;S;27.10.2017;29.12.2017;24.01.2018;N;03.11.2017;1;N;DIGITAL
116;62;1;1;1;C;18;S;N;N;S;05.08.2017;07.10.2017;18.11.2017;N;02.08.2017;1;N;DIGITAL
116;72;1;1;9;E;;;;;S;;;;N;02.08.2017;1;N;DIGITAL
116;92;0;1;1;C;20;S;N;N;S;03.03.2018;05.05.2018;19.05.2018;N;07.04.2018;1;N;DIGITAL
116;93;0;1;8;A;7;S;N;N;S;19.05.2018;21.07.2018;;N;23.06.2018;1;N;DIGITAL
116;95;1;1;4;C;16;S;N;N;S;25.11.2017;27.01.2018;24.02.2018;N;02.08.2017;1;N;DIGITAL
116;133;0;1;9;E;;;;;N;21.07.2018;;;N;;;N;
120;6;17;1;5;A;1;N;N;;S;06.12.2018;07.02.2019;;N;02.08.2017;1;N;DIGITAL
120;23;17;1;2;C;23;S;N;N;S;28.09.2017;28.12.2017;26.04.2018;N;02.08.2017;1;N;DIGITAL
120;96;17;1;1;C;16;S;N;N;S;03.08.2017;05.10.2017;28.09.2017;N;02.08.2017;1;N;DIGITAL
120;116;0;1;4;C;24;S;N;N;S;09.08.2018;15.11.2018;06.12.2018;N;05.08.2017;1;N;DIGITAL
120;147;0;1;6;A;4;S;N;N;S;28.06.2018;30.08.2018;;N;07.06.2018;1;N;DIGITAL
120;151;0;1;3;C;12;S;N;N;S;07.06.2018;09.08.2018;28.06.2018;N;07.06.2018;1;N;DIGITAL
121;6;17;1;5;C;16;S;N;N;S;06.12.2018;07.02.2019;28.03.2019;N;02.08.2017;1;N;DIGITAL
121;23;17;1;2;C;23;S;N;N;S;28.09.2017;28.12.2017;26.04.2018;N;19.10.2017;1;N;DIGITAL
121;96;17;1;1;C;16;S;N;N;S;03.08.2017;05.10.2017;28.09.2017;N;02.08.2017;1;N;DIGITAL
121;116;0;1;4;C;24;S;N;N;S;09.08.2018;15.11.2018;06.12.2018;N;05.08.2017;1;N;DIGITAL
121;147;0;1;6;C;15;S;N;N;S;28.06.2018;30.08.2018;14.09.2019;N;07.06.2018;1;N;DIGITAL
121;151;0;1;3;C;12;S;N;N;S;07.06.2018;09.08.2018;28.06.2018;N;07.06.2018;1;N;DIGITAL
121;161;0;1;7;C;21;S;N;N;S;14.09.2019;14.12.2019;14.12.2019;N;14.09.2019;1;N;DIGITAL
124;53;13;1;2;A;2;S;N;N;S;22.09.2017;24.11.2017;27.10.2017;N;05.08.2017;1;N;DIGITAL
124;69;13;1;1;C;31;S;N;N;S;04.08.2017;08.12.2017;22.09.2017;N;05.08.2017;1;N;DIGITAL
124;84;13;1;6;E;;;;;S;;;;N;05.08.2017;1;N;DIGITAL
124;85;13;1;7;E;;;;;S;;;;N;05.08.2017;1;N;DIGITAL
124;88;13;1;8;E;;;;;S;;;;N;05.08.2017;1;N;DIGITAL
124;111;13;1;3;E;;;;;S;24.11.2017;;;N;05.08.2017;1;N;DIGITAL
124;136;13;1;4;E;;;;;S;;;;N;05.08.2017;1;N;DIGITAL
124;137;13;1;5;E;;;;;S;;;;N;05.08.2017;1;N;DIGITAL
126;91;0;1;4;A;20;S;N;N;S;14.07.2018;16.02.2019;11.08.2018;N;14.07.2018;1;N;DIGITAL
126;111;0;1;5;E;;;;;N;16.02.2019;;;N;;;N;
126;113;15;1;2;C;22;S;N;N;S;28.04.2018;28.07.2018;07.07.2018;N;05.08.2017;1;N;DIGITAL
126;114;15;1;3;C;19;S;N;N;S;19.08.2017;21.10.2017;23.12.2017;N;05.08.2017;1;N;DIGITAL
126;116;15;1;1;C;24;S;N;N;S;10.02.2018;12.05.2018;28.04.2018;N;05.08.2017;1;N;DIGITAL
128;2;7;1;2;C;16;S;N;N;S;21.10.2017;23.12.2017;20.01.2018;N;05.08.2017;1;N;DIGITAL
128;6;7;1;1;C;16;S;N;N;S;05.08.2017;07.10.2017;21.10.2017;N;05.08.2017;1;N;DIGITAL
128;130;0;1;8;C;18;S;N;N;S;09.02.2019;13.04.2019;13.04.2019;N;09.02.2019;1;N;DIGITAL
128;142;0;1;3;C;16;S;N;N;S;20.01.2018;24.03.2018;28.04.2018;N;24.02.2018;1;N;DIGITAL
128;143;0;1;5;C;11;S;N;N;S;;;10.11.2018;N;27.10.2018;1;N;DIGITAL
128;144;0;1;4;C;18;N;N;N;S;05.05.2018;07.07.2018;22.09.2018;N;09.06.2018;1;N;DIGITAL
128;149;0;1;7;C;16;S;N;N;S;01.12.2018;02.02.2019;02.02.2019;N;01.12.2018;1;N;DIGITAL
129;2;7;1;2;C;16;S;N;N;S;19.10.2017;21.12.2017;25.01.2018;N;05.08.2017;1;N;DIGITAL
129;6;7;1;1;C;16;S;N;N;S;05.08.2017;07.10.2017;19.10.2017;N;05.08.2017;1;N;DIGITAL
129;17;7;1;3;C;17;S;N;N;S;25.01.2018;29.03.2018;05.04.2018;N;05.08.2017;1;N;DIGITAL
129;142;0;1;4;A;11;N;N;N;S;14.06.2018;16.08.2018;21.06.2018;N;14.06.2018;1;N;DIGITAL
130;62;1;1;1;A;9;S;N;N;S;10.08.2017;12.10.2017;09.11.2017;N;01.09.2017;1;N;DIGITAL
130;72;1;1;6;E;;;;;N;;;;N;;;N;
130;92;1;1;2;E;;;;;N;12.10.2017;;;N;;;N;
130;93;1;1;3;E;;;;;N;;;;N;;;N;
130;95;1;1;4;E;;;;;N;;;;N;;;N;
130;97;1;1;5;E;;;;;N;;;;N;;;N;
132;184;22;1;2;E;;;;;N;;;;N;;;N;
132;185;22;1;1;A;4;;;;S;11.08.2017;;;N;01.09.2017;1;N;DIGITAL
133;62;1;1;1;C;18;S;N;N;S;15.09.2017;17.11.2017;02.02.2018;N;15.09.2017;1;N;DIGITAL
133;92;1;1;2;E;;;;;N;;;;N;;;N;
133;93;1;1;3;E;;;;;N;17.11.2017;;;N;;;N;
133;95;1;1;4;E;;;;;N;;;;N;;;N;
133;97;1;1;5;E;;;;;N;;;;N;;;N;
136;94;26;1;5;E;;;;;N;;;;N;;;N;
136;142;26;1;1;C;16;S;N;N;S;18.08.2017;20.10.2017;02.02.2018;N;01.09.2017;1;N;DIGITAL
136;144;26;1;4;E;;;;;N;;;;N;;;N;
136;147;26;1;2;A;7;S;N;N;S;02.02.2018;06.04.2018;23.03.2018;N;09.03.2018;1;N;DIGITAL
136;150;26;1;6;E;;;;;N;;;;N;;;N;
136;151;26;1;3;E;;;;;N;06.04.2018;;;N;;;N;
137;94;26;1;5;E;;;;;N;;;;N;;;N;
137;142;26;1;5;C;16;S;N;N;S;23.08.2017;25.10.2017;13.12.2017;N;01.09.2017;1;N;DIGITAL
137;144;26;1;4;E;;;;;N;;;;N;;;N;
137;147;26;1;6;A;1;S;N;;S;13.12.2017;14.02.2018;;N;15.12.2017;1;N;DIGITAL
137;150;26;1;1;A;22;N;N;N;S;08.03.2018;14.06.2018;23.03.2018;N;06.04.2018;1;N;DIGITAL
137;151;26;1;3;E;;;;;N;14.06.2018;;;N;;;N;
139;142;26;1;1;C;16;N;N;N;S;16.08.2017;18.10.2017;11.11.2017;N;01.09.2017;1;N;DIGITAL
139;144;26;1;5;E;;;;;N;;;;N;;;N;
139;147;26;1;2;C;15;S;N;N;S;11.11.2017;13.01.2018;11.05.2018;N;11.11.2017;1;N;DIGITAL
139;150;26;1;6;E;;;;;N;;;;N;;;N;
139;151;26;1;4;E;;;;;N;14.09.2018;;;N;;;N;
139;161;0;1;3;A;13;N;N;N;S;08.06.2018;14.09.2018;18.07.2018;N;08.06.2018;1;N;DIGITAL
140;62;1;1;1;C;18;N;N;N;S;16.08.2017;18.10.2017;20.09.2017;N;01.09.2017;1;N;DIGITAL
140;72;1;1;6;E;;;;;N;;;;N;;;N;
140;92;1;1;3;C;20;S;N;N;S;10.11.2017;12.01.2018;09.02.2018;N;11.11.2017;1;N;DIGITAL
140;93;1;1;2;C;18;N;N;N;S;20.09.2017;22.11.2017;10.11.2017;N;19.10.2017;1;N;DIGITAL
140;95;1;1;4;E;;;;;N;12.01.2018;;;N;;;N;
140;97;1;1;5;E;;;;;N;;;;N;;;N;
143;94;26;1;5;E;;;;;N;;;;N;;;N;
143;142;26;1;1;C;16;S;N;N;S;17.08.2017;19.10.2017;11.01.2018;N;01.09.2017;1;N;DIGITAL
143;144;26;1;4;E;;;;;N;;;;N;;;N;
143;147;26;1;2;A;3;N;N;N;S;18.01.2018;22.03.2018;01.02.2018;N;20.01.2018;1;N;DIGITAL
143;150;26;1;6;E;;;;;N;;;;N;;;N;
143;151;26;1;3;E;;;;;N;22.03.2018;;;N;;;N;
144;38;10;1;6;E;;;;;N;;;;N;;;N;
144;39;10;1;1;C;22;S;N;N;S;16.08.2017;22.11.2017;12.01.2018;N;01.09.2017;1;N;DIGITAL
144;54;10;1;3;E;;;;;N;13.04.2018;;;N;;;N;
144;93;10;1;4;E;;;;;N;;;;N;;;N;
144;94;10;1;5;E;;;;;N;;;;N;;;N;
144;150;0;1;2;A;4;S;N;N;S;12.01.2018;13.04.2018;25.01.2018;N;17.01.2018;1;N;DIGITAL
152;38;10;1;6;E;;;;;N;;;;N;;;N;
152;39;10;1;1;C;22;S;N;N;S;16.08.2017;22.11.2017;13.12.2017;N;01.09.2017;1;N;DIGITAL
152;54;10;1;3;E;;;;;N;14.03.2018;;;N;;;N;
152;93;10;1;4;E;;;;;N;;;;N;;;N;
152;94;10;1;5;E;;;;;N;;;;N;;;N;
152;150;0;1;2;C;22;S;N;N;S;13.12.2017;14.03.2018;22.06.2018;N;15.12.2017;1;N;DIGITAL
153;38;10;1;6;E;;;;;N;;;;N;;;N;
153;39;10;1;1;C;22;S;N;N;S;17.08.2017;23.11.2017;14.12.2017;N;01.09.2017;1;N;DIGITAL
153;54;10;1;3;E;;;;;N;15.03.2018;;;N;;;N;
153;93;10;1;4;E;;;;;N;;;;N;;;N;
153;94;10;1;5;E;;;;;N;;;;N;;;N;
153;150;0;1;2;A;7;S;N;N;S;14.12.2017;15.03.2018;18.01.2018;N;15.12.2017;1;N;DIGITAL
165;79;0;1;5;A;1;;;;S;02.12.2017;;;N;15.12.2017;1;N;DIGITAL
165;166;28;1;1;C;5;;;;S;16.08.2017;;29.09.2017;N;01.09.2017;1;N;DIGITAL
165;167;28;1;2;C;7;;;;S;04.10.2017;;18.10.2017;N;01.09.2017;1;N;DIGITAL
165;168;28;1;3;C;8;;;;S;18.10.2017;;;N;19.10.2017;1;N;DIGITAL
165;169;28;1;4;C;10;;;;S;08.11.2017;;02.12.2017;N;08.11.2017;1;N;DIGITAL
166;94;26;1;6;E;;;;;N;;;;N;;;N;
166;142;26;1;1;C;16;S;N;N;S;17.08.2017;19.10.2017;18.01.2018;N;01.09.2017;1;N;DIGITAL
166;144;26;1;5;E;;;;;N;;;;N;;;N;
166;147;26;1;3;A;1;N;N;;S;18.01.2018;22.03.2018;;N;20.01.2018;1;N;DIGITAL
166;150;26;1;2;A;3;S;N;N;S;;;25.01.2018;N;20.01.2018;1;N;DIGITAL
166;151;26;1;4;E;;;;;N;22.03.2018;;;N;;;N;
176;94;26;1;6;E;;;;;N;;;;N;;;N;
176;142;26;1;1;C;16;N;N;N;S;17.08.2017;19.10.2017;25.01.2018;N;01.09.2017;1;N;DIGITAL
176;144;26;1;3;A;6;N;N;N;N;12.04.2018;14.06.2018;;N;;;N;
176;147;26;1;4;E;;;;;N;14.06.2018;;;N;;;N;
176;150;26;1;2;C;22;S;N;N;S;25.01.2018;26.04.2018;12.04.2018;N;14.02.2018;1;N;DIGITAL
176;151;26;1;5;E;;;;;N;;;;N;;;N;
177;79;0;1;5;A;1;S;;;S;01.12.2017;02.02.2018;;N;15.12.2017;1;N;DIGITAL
177;166;28;1;1;C;5;;;;S;17.08.2017;;;N;01.09.2017;1;N;DIGITAL
177;167;28;1;2;C;7;;;;S;17.08.2017;;19.10.2017;N;01.09.2017;1;N;DIGITAL
177;168;28;1;3;C;8;;;;S;19.10.2017;;09.11.2017;N;20.10.2017;1;N;DIGITAL
177;169;28;1;4;C;10;;;;S;09.11.2017;;01.12.2017;N;11.11.2017;1;N;DIGITAL
178;32;6;1;7;E;;;;;N;;;;N;;;N;
178;33;6;1;8;E;;;;;N;;;;N;;;N;
178;84;6;1;5;E;;;;;N;;;;N;;;N;
178;85;6;1;6;E;;;;;N;;;;N;;;N;
178;111;6;1;3;E;;;;;N;19.01.2018;;;N;;;N;
178;112;6;1;4;E;;;;;N;;;;N;;;N;
178;113;6;1;2;A;7;S;N;N;S;13.10.2017;19.01.2018;27.10.2017;N;19.10.2017;1;N;DIGITAL
178;116;6;1;1;C;24;S;N;N;S;16.08.2017;22.11.2017;13.10.2017;N;01.09.2017;1;N;DIGITAL
181;120;30;1;7;E;;;;;N;;;;N;;;N;
181;121;30;1;5;E;;;;;N;;;;N;;;N;
181;122;0;1;6;E;;;;;N;;;;N;;;N;
181;123;30;1;1;C;21;S;N;N;S;16.08.2017;22.11.2017;25.10.2017;N;01.09.2017;1;N;DIGITAL
181;124;30;1;2;C;18;S;N;N;S;25.10.2017;27.12.2017;13.12.2017;N;03.11.2017;1;N;DIGITAL
181;125;30;1;4;E;;;;;N;14.02.2018;;;N;;;N;
181;126;30;1;3;A;7;N;N;N;S;13.12.2017;14.02.2018;17.01.2018;N;15.12.2017;1;N;DIGITAL
183;38;10;1;6;E;;;;;N;;;;N;;;N;
183;39;10;1;1;C;22;S;N;N;S;16.08.2017;22.11.2017;13.12.2017;N;01.09.2017;1;N;DIGITAL
183;54;10;1;3;E;;;;;N;11.04.2018;;;N;;;N;
